Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
luxury-residential-estate,Luxury Residential & Estate Management Services,<p>High-end residential cleaning and ongoing estate management services for luxury homes and properties. Premium care standards with privacy protocols and VIP concierge support for discerning clients.</p>,SuperwoMOM Cleaning,Services > Business & Industrial > Professional Services,Services,"Luxury, Residential, Estate, Premium, VIP, Concierge",true,Service Type,Luxury Apartment Weekly,,,,,,,,LUX_SERVICE_001,0.0,,deny,manual,75.00,,false,true,,https://burst.shopifycdn.com/photos/luxury-home-cleaning-service.jpg?width=1500,1,"",false,Luxury Residential & Estate Management | SuperwoMOM Cleaning,High-end residential cleaning and estate management services with premium care standards,,g,,,active
luxury-residential-estate,,,,,,,,,Luxury Condo Monthly Deep,,,,,,,,LUX_SERVICE_002,0.0,,deny,manual,150.00,,false,true,,,,,,,,,g,,,
luxury-residential-estate,,,,,,,,,Upscale Home Bi-Weekly,,,,,,,,LUX_SERVICE_003,0.0,,deny,manual,300.00,,false,true,,,,,,,,,g,,,
luxury-residential-estate,,,,,,,,,Executive Home Weekly,,,,,,,,LUX_SERVICE_004,0.0,,deny,manual,500.00,,false,true,,,,,,,,,g,,,
luxury-residential-estate,,,,,,,,,Luxury Estate Monthly,,,,,,,,LUX_SERVICE_005,0.0,,deny,manual,800.00,,false,true,,,,,,,,,g,,,
luxury-residential-estate,,,,,,,,,High-End Property Management,,,,,,,,LUX_SERVICE_006,0.0,,deny,manual,1200.00,,false,true,,,,,,,,,g,,,
luxury-residential-estate,,,,,,,,,Celebrity Home Service,,,,,,,,LUX_SERVICE_007,0.0,,deny,manual,2500.00,,false,true,,,,,,,,,g,,,
luxury-residential-estate,,,,,,,,,Luxury Estate Full Management,,,,,,,,LUX_SERVICE_008,0.0,,deny,manual,5000.00,,false,true,,,,,,,,,g,,,
luxury-residential-estate,,,,,,,,,Private Island Estate,,,,,,,,LUX_SERVICE_009,0.0,,deny,manual,10000.00,,false,true,,,,,,,,,g,,,
luxury-residential-estate,,,,,,,,,Multi-Property Portfolio,,,,,,,,LUX_SERVICE_010,0.0,,deny,manual,15000.00,,false,true,,,,,,,,,g,,,
